acc. date,type,reg.,operator,fat.,location,dmg
14-Jan-44,Consolidated PBY-5 Catalina,8510,United States Navy,,South Pacific,w/o
30-Dec-43,Consolidated PBY-5A Catalina,33963,United States Navy,6,Pacific Ocean,mis
27-Dec-43,Douglas R4D-5 (DC-3),12432,United States Navy,24,New Caledonia and Vanuatu,mis
22-Nov-43,Consolidated PBY-5 Catalina,8428,United States Navy,,South Pacific,mis
18-Nov-43,Consolidated PBY-5A Catalina,8038,United States Navy,,South Pacific,w/o
18-Nov-43,Consolidated PBY-5A Catalina,8034,United States Navy,,South Pacific,w/o
6-Nov-43,Consolidated PBY-5A Catalina,34035,United States Navy,9,Pacific Ocean,mis
20-Oct-43,Douglas C-47A-40-DL (DC-3),42-23965,United States Army Air Force - USAAF,15,NNE off Palmyra Island Atoll,mis
5-Oct-43,Consolidated PBY-5A Catalina,33965,United States Navy,0+1,"160 km off Tutuila, American Samoa",w/o
5-Oct-43,Consolidated PBY-5A Catalina,33967,United States Navy,0,Pacific Ocean,w/o
5-Jun-43,Consolidated PBY-5A Catalina,8078,United States Navy,0,South Pacific,w/o
15-May-43,Consolidated PBY-5A Catalina,4403,United States Navy,12,off Guadalcanal,mis
5-Mar-43,Consolidated PBY-5 Catalina,2334,United States Navy,8,Pacific,w/o
11-Jan-43,Douglas C-47-DL (DC-3),41-18573,United States Army Air Force - USAAF,5,between Tontouta & Espiritu Santo,w/o
1-Jan-43,Consolidated PBY-5 Catalina,4502,United States Navy,3,South Pacific,w/o
21-Dec-42,Consolidated PBY-5A Catalina,7285,United States Navy,,off Alaska,w/o
17-Dec-42,Consolidated PBY-5 Catalina,8135,United States Navy,7,Pacific Ocean,mis
13-Dec-42,Consolidated PBY-5A Catalina,2966,United States Navy,0,off Australia,w/o
26-Nov-42,Consolidated PBY-5A Catalina,2951,United States Navy,9,"80 km N off Oahu Island, HI, USA",w/o
14-Jul-42,Consolidated PBY-5 Catalina,4463,United States Navy,9,off Alaska,mis
28-Jun-42,Consolidated PBY-5 Catalina,4459,United States Navy,,"SW off Dutch Harbor, AK, USA",mis
16-Jun-42,Douglas C-53 Skytrooper (DC-3),41-20069,United States Army Air Force - USAAF,,Pacific Ocean,mis
13-Jun-42,Consolidated PBY-3 Catalina,879,United States Navy,,"off Corpus Christi, TX, Gulf of Mexico",w/o
31-May-42,Consolidated PBY-5 Catalina,2393,United States Navy,,"off Mare Island, CA, USA",w/o
31-May-42,Consolidated PBY-5 Catalina,2294,United States Navy,0,South Pacific,w/o
28-Feb-42,Short S.23 Empire Flying Boat Mk I,G-AETZ,"Qantas Empire Airways, lsf BOAC",22,"ca 400 km S off Cilacap, Java, Indonesia",w/o
30-Jan-42,Consolidated PBY-5 Catalina,2413,United States Navy,,Pacific,mis
28-Jul-38,Martin M-130,NC14714,Pan American Airways (Pan Am),15,"E off Manila, Philippines",mis
11-Jan-38,Sikorsky S-42B,NC16734,Pan American Airways (Pan Am),7,"120 km S off Pago Pago, American Samoa",w/o
xx Jul 2004,Lockheed KC-130F Hercules,149811,United States Marine Corps,,unknown,w/o
10-May-03,Antonov An-2R,UK-68038,Uzbekistan Airways,,,sub
27-May-01,Airbus A340-300,,Lufthansa,0,en route,non
xx Feb 2000,CASA C-212 Aviocar 200,N461CA,Sandair,0,,w/o
3-Jan-00,Beechcraft 200 Super King Air,A2-AEZ,Kalahari Air Services & Charter,,unknown location,w/o
unk. date 1998,Lockheed KC-130F Hercules,149807,United States Marine Corps,0,unknown,w/o
14-Aug-98,Antonov An-2R,RA-40681,Polyarnye Avialinii,0,near Deputatskiy,sub
23-Sep-97,Antonov An-2R,Z3-BGI,Boniair,,,w/o
xx Dec 1996,IRMA/Britten-Norman BN-2A-9 Islander,PT-KAB,Geomag,,,w/o
15-Dec-96,Beechcraft 200 Super King Air,OB-1509,TAMSA - Transportes Aéreos Marañón S.A.,,,w/o
15-Jan-94,IAI 1123 Westwind,N13GW,Unknown,,Unknown,w/o
12-May-93,CASA C-212-M Aviocar 200,T-404,Força Aérea Popular de Angola,,,w/o
6-Apr-93,Antonov An-2M,CCCP-13343,MAP Kuibyshev,,,w/o
24-Aug-92,CASA C-212-M Aviocar 200,T-405,Força Aérea Popular de Angola,,,w/o
4-Aug-92,CASA C-212-M Aviocar 200,T-406,Força Aérea Popular de Angola,,,w/o
unk. date 1991,Dassault Falcon 20C,N425JA,Franks Petroleum,0,unknown,w/o
unk. date 1990,CASA C-212 Aviocar 200,MP-112,Armada de Mexico - Fuerza Aeronaval,,,w/o
16-Apr-90,Antonov An-26,YN-BYX,Aeronica - Aerolineas Nicaraguenses,,,w/o
20-Sep-89,Britten-Norman BN-2A Islander,N119DW,Private,0,unknown,w/o
20-Sep-89,Britten-Norman BN-2A Islander,N95CA,Private,0,unknown,w/o
27-Jan-89,Kaiser-Fraser C-119G Flying Boxcar,3215,Republic of China Air Force - ROCAF,,unknown,w/o
28-Oct-88,Britten-Norman BN-2A-21 Islander,F-OGHL,Air Guadeloupe,,,w/o
30-Sep-88,Antonov An-2R,YR-PVS,Aviatia Utilitara,,,w/o
14-Dec-87,Antonov An-32,D2-FA.,Força Aérea Popular de Angola,,,w/o
xx Oct 1987,IRMA/Pilatus Britten-Norman BN-2A-26 Islander,TZ-ADN,Live Air/Service Protection des Vegetaux du Mali,,,w/o
10-Jul-87,Antonov An-2,YR-PBE,Aviatia Utilitara,,,w/o
23-Apr-87,Antonov An-2,R34,Força Aérea Popular de Angola,,,w/o
19-Jan-87,Antonov An-2,R102,Força Aérea Popular de Angola,,,w/o
15-Jan-87,Antonov An-2,R108,Força Aérea Popular de Angola,,,w/o
14-Jan-87,Antonov An-32,D2-FA.,Força Aérea Popular de Angola,,,w/o
10-Jan-87,Antonov An-2,R109,Força Aérea Popular de Angola,,,w/o
6-Nov-86,Cessna 551 Citation II/SP,N711WM,Barbary Coast Hotel & Casino,,,w/o
xx Sep 1986,IRMA/Pilatus Britten-Norman BN-2A-21 Islander,N455JH,Gorda Aero Service,,,w/o
xx Jan 1986,Douglas DC-6BF,HR-AIV,Unknown,,,w/o
unk. date 1985,Antonov An-12B,CCCP-12989,"Aeroflot, Privolzhsk Civil Aviation Directorate",,unknown,w/o
13-Aug-85,Antonov An-2R,YR-PVU,Aviatia Utilitara,,,w/o
xx Jun 1985,Britten-Norman BN-2A Islander,TR-LXW,Rougier Gabon,,,w/o
xx May 1985,IRMA/Pilatus Britten-Norman BN-2A-9 Islander,TZ-ACS,Air Mali,,,w/o
4-Feb-85,de Havilland Canada C-115 Buffalo (DHC-5),2373,Força Aérea Brasileira - FAB,,,w/o
unk. date 1984,Douglas C-47D (DC-3),CP-1417,Aerolineas La Paz,,,w/o
30-Sep-84,Antonov An-26,T-212,Força Aérea Popular de Angola,,,w/o
unk. date 1983,Ilyushin Il-18Gr,CCCP-75887,"Aeroflot, Moscow Transport Aviation Administration (MUTA",,unknown,w/o
18-Apr-83,Fairchild C-119 Flying Boxcar,3182,Republic of China Air Force - ROCAF,,unknown,w/o
17-Mar-83,Britten-Norman BN-2A-3 Islander,EP-PAC,Pars Air,,,w/o
xx Mar 1982,Douglas C-117D (DC-3),N117RR,Foreman Flying Service,,unknown,w/o
17-Mar-82,Britten-Norman BN-2A-21 Islander,3003,Hukbong Himpapawid ng Pilipinas (Philippine Air Force),,,w/o
3-Mar-82,Britten-Norman BN-2A-27R Islander,HC-BFJ,Aerotaxis Ecuatorianos SA - ATESA,,,w/o
xx Jun 1981,Britten-Norman BN-2A-8 Islander,TN-ADS,Aéro-Service,,,w/o
5-Jun-81,Learjet 23,F-GAMA,Transair France,,unknown,w/o
15-Mar-81,Beechcraft 200 Super King Air,YV-257CP,Private,,unknown location,w/o
unk. date 1980,de Havilland Canada DHC-6 Twin Otter 300,FAP-313,Fuerza Aérea del Peru - FAP,,,w/o
13-May-80,Britten-Norman BN-2A-3 Islander,PK-OAB,Airfast Indonesia,,,w/o
9-May-80,Antonov An-2T,SP-DNF,WSK Mielec,,,w/o
xx Apr 1980,Convair CV-440,N94436,Alberto Morales,,,w/o
20-Mar-80,Tupolev Tu-134,,Aeroflot,0,,unk
7-Mar-80,Antonov An-2R,SP-WSP,Zakladu Uslug Agrolotniczych - ZUA,,,w/o
1-Mar-80,Antonov An-26,,Democratic Republic of Afghanistan Air Force - DRAAF,,,w/o
unk. date 1979,Antonov An-2P,SP-FNA,Zakladu Urz. Chem.,,,w/o
unk. date 1979,de Havilland Canada DHC-6 Twin Otter 300,FAP-333,Fuerza Aérea del Peru - FAP,,,w/o
unk. date 1979,CASA C-212 Aviocar 100,424,Fuerza Aérea Nicaragua,,,w/o
6-Nov-79,Pilatus Britten-Norman BN-2A-9 Islander,YV-269C,Transmandu,,,w/o
20-Jul-79,Britten-Norman BN-2A Islander,N856JA,Sun Air,,,w/o
29-Apr-79,IAI Arava 201,864,Fuerza Aérea Guatemalteca,,,w/o
unk. date 1978,IRMA/Britten-Norman BN-2A-21 Islander,5T-MAU,Force Aérienne de la République Islamique de Mauritanie,,,w/o
unk. date 1978,Nord 2501D Noratlas,52-171,Elleniki Polemikí Aeroporía,,unknown,w/o
14-Nov-78,unknown,,Aeroflot,1,,unk
22-Oct-78,Boeing 727-82C,CS-TBO,TAP Air Portugal,0,"Madrid, Lisbon",non
17-Oct-78,Britten-Norman BN-2A-27R Islander,HC-BFI,Aerotaxis Ecuatorianos SA - ATESA,,,w/o
30-Mar-78,Antonov An-2R,SP-WNX,Zakladu Uslug Agrolotniczych - ZUA,,,w/o
unk. date 1977,Antonov An-2R,SP-WML,Zakladu Uslug Agrolotniczych - ZUA,,,w/o
unk. date 1977,CASA C-212 Aviocar 100,123,Royal Jordanian Air Force - RJAF,,,w/o
26-Nov-77,Britten-Norman BN-2A Islander,TR-LNG,Bureau de Prospection Forestière,,,w/o
23-Aug-77,Britten-Norman BN-2A-9 Islander,TR-LSF,Air Inter Gabon,,,w/o
1-Jul-77,Fairchild C-119 Flying Boxcar,3205,Republic of China Air Force - ROCAF,,unknown,w/o
30-Apr-77,Antonov An-24B,CCCP-47178,"Aeroflot, Tyumen Civil Aviation Directorate",,,w/o
xx Feb 1977,Curtiss C-46A-35-CU Commando,CP-1009,Frigorifico Reyes,,,w/o
unk. date 1976,Antonov An-12B,CCCP-11103,"Aeroflot, Northern Civil Aviation Directorate",,unknown,w/o
unk. date 1976,Antonov An-2R,SP-WMP,Zakladu Uslug Agrolotniczych - ZUA,,,w/o
unk. date 1976,Convair CV-440-86,CP-1008,Servicio Aéreo San Francisco,,,w/o
12-Nov-76,Douglas C-47-DL (DC-3),BJ922,Indian Air Force - IAF,,,w/o
1-Jun-76,CASA C-212 Aviocar 100,T.12B-11,Ejército del Aire,,,w/o
29-Jan-76,Douglas C-47D,T.3-32,Ejército del Aire,,,w/o
unk. date 1975,Antonov An-2R,CCCP-09233,"Aeroflot, Uralsk Civil Aviation Directorate",,,w/o
unk. date 1975,Let L-410A,OK-DKD,Let,,,w/o
5-Nov-75,Douglas C-47B-5-DK (DC-3),T.3-35,Ejército del Aire,,,w/o
5-Nov-75,Douglas C-47A-15-DK (DC-3),T.3-31,Ejército del Aire,,,w/o
5-Nov-75,Douglas C-47B-1-DK (DC-3),T.3-30,Ejército del Aire,,,w/o
30-Aug-75,Antonov An-2R,CCCP-70506,Aeroflot / Belarus,,,w/o
9-Jul-75,Britten-Norman BN-2A-6 Islander,TU-TFW,Interivoire,,,w/o
20-Jun-75,Lockheed P2V-7 Neptune,4664,Japan Maritime Self Defence Force - JMSDF,,unknown,w/o
22-Jan-75,Boeing 737-200,,VASP - Viação Aérea São Paulo,0,,unk
7-Oct-74,Vickers Viscount,,Far Eastern Air Transport - FEAT,0,,unk
10-Jul-74,de Havilland Canada DHC-6 Twin Otter 300,FAP-303,Fuerza Aérea del Peru - FAP,,,w/o
7-Mar-74,Douglas DC-3,959,Fuerza Aérea de Chile,,unknown,w/o
unk. date 1973,Yakovlev Yak-40,CCCP-87746,Aeroflot / Uzbekistan,0,unknown,sub
2-Oct-73,Douglas C-47-DL (DC-3),T.3-25,Ejército del Aire,,,w/o
xx Jun 1973,Britten-Norman BN-2A Islander,TR-LOD,Air Gabon,,,w/o
3-Feb-73,Douglas C-47 (DC-3),IJ341,Indian Air Force - IAF,,,w/o
unk. date 1972,Grumman HU-16B Albatross,533,"Armada Argentina, Comando de Aviación Naval",0,,w/o
unk. date 1972,Scottish Aviation Twin Pioneer 3,PK-GTA,Merpati Nusantara Airlines,,,w/o
19-Dec-72,Shorts SC.7 Skyvan 3M-400,T-703,Tentara Nasional Indonesia-AU (Air Force),,,w/o
18-Jul-72,Fairchild AC-119G Flying Boxcar,3164,Republic of China Air Force - ROCAF,,unknown,w/o
12-Jul-72,McDonnell Douglas DC-8 ?,,Union de Transports Aériens - UTA,0,Abidjan-Felix Houphouet Boigny Airport (ABJ),unk
30-Jun-72,McDonnell Douglas DC-9,,Hughes Airwest,0,,unk
17-Apr-72,Boeing 727,,Alaska Airlines,0,,unk
16-Apr-72,de Havilland DH-114 Heron,,Prinair,0,,unk
8-Apr-72,Boeing 727,,Faucett Perú,0,,unk
7-Mar-72,Boeing 727,,National Airlines,0,,unk
xx Feb 1972,Douglas C-47A-80-DL (DC-3),T.3-13,Ejército del Aire,,,w/o
20-Nov-71,Fairchild C-119G Flying Boxcar,3124,Republic of China Air Force - ROCAF,,Hualien Air Base (HUN),w/o
12-Nov-71,McDonnell Douglas DC-8,,Air Canada,0,,unk
16-Sep-71,Sud-Aviation SE-210 Caravelle,,Alia Royal Jordanian Airlines,0,,unk
3-Sep-71,McDonnell Douglas DC-9,,Eastern Air Lines,0,,unk
23-Aug-71,Grumman C-2A Greyhound,152788,United States Navy,,,w/o
22-Aug-71,Ilyushin Il-18,,United Arab Airlines - UAA,0,,unk
10-Aug-71,Fairchild C-119G Flying Boxcar,3149,Republic of China Air Force - ROCAF,,55 km NE of Hengchun,w/o
27-Jul-71,CASA 352 (Junkers Ju-52),T.2B-198,Ejército del Aire,,,w/o
16-Jul-71,Lockheed P2V-7 Neptune,4651,Japan Maritime Self Defence Force - JMSDF,,unknown,w/o
21-Apr-71,McDonnell Douglas DC-8,,Eastern Air Lines,0,,unk
22-Feb-71,CASA 352 (Junkers Ju-52),T.2B-157,Ejército del Aire,,,w/o
26-Jan-71,Douglas C-47A-90-DL (DC-3),43-15975,United States Air Force - USAF,,,w/o
unk. date 1970,Douglas DC-4,N91069,Mideastern Airways,,,w/o
17-Oct-70,Curtiss C-46D-15-CU Commando,44-78118,United States Air Force - USAF,,,w/o
7-Oct-70,Douglas C-47-DL (DC-3),CF-TAR,TransAir,,,w/o
12-Sep-70,unknown,,Unknown,0,,unk
10-Sep-70,unknown,,Unknown,0,,unk
28-Aug-70,CASA 352 (Junkers Ju-52),T.2B-156,Ejército del Aire,,,w/o
6-Jul-70,Douglas VC-47A (DC-3),T.3-43,Ejército del Aire,,,w/o
2-Jul-70,de Havilland Canada DHC-4A Caribou,302,Abu Dhabi Army Air Wing,,,w/o
unk. date 1969,Douglas C-47B-35-DK (DC-3),HZ-AAR,Saudi Arabian Airlines,,unknown,w/o
6-Dec-69,CASA 352 (Junkers Ju-52),T.2B-249,Ejército del Aire,,,w/o
10-Nov-69,Douglas C-47D (DC-3),43-49019,United States Air Force - USAF,,,w/o
6-Nov-69,CASA 352 (Junkers Ju-52),T.2B-133,Ejército del Aire,,,w/o
21-Aug-69,Bristol 170 Freighter 21E,G775,Pakistan Air Force,,,w/o
3-Jul-69,Douglas DC-3,,SAETA,0,,unk
24-Jun-69,North American T-39A-1-NO Sabreliner,62-4499,United States Air Force - USAF,,unknown,w/o
30-May-69,Convair CV-600,,Texas International Airlines,0,,unk
6-May-69,Douglas DC-3C,PP-SPY,VASP - Viação Aérea São Paulo,,unknown,w/o
8-Feb-69,Douglas DC-6,,Unknown,0,,unk
unk. date 1968,Antonov An-2M,636,Polish Air Force,,,w/o
23-Oct-68,Douglas VC-47A (DC-3),42-23966,United States Air Force - USAF,,unknown,w/o
4-Oct-68,Antonov An-2M,635,Polish Air Force,,,w/o
18-Aug-68,Douglas C-54B-10-DO (DC-4),OB-R-849,Rutas Internacionales Peruanes SA - RIPSA,,,w/o
12-Jul-68,Convair CV-880,,Delta Air Lines,0,,unk
10-Jul-68,Douglas C-47D (DC-3),44-77275,United States Air Force - USAF,,,w/o
6-Jul-68,CASA 352 (Junkers Ju-52),T.2B-158,Ejército del Aire,,,w/o
4-Apr-68,Douglas C-47 (DC-3),IJ304,Indian Air Force - IAF,,,w/o
9-Feb-68,Douglas C-47-DL (DC-3),HZ-AAE,Saudi Arabian Airlines,,,w/o
unk. date 1967,Bristol 170 Freighter 31M,369,Al Quwwat al Jawwiya al Iraqiya (Iraqi Air Force),,,w/o
19-Sep-67,Douglas C-47D (DC-3),43-49520,United States Air Force - USAF,,,w/o
28-Aug-67,Douglas C-47D (DC-3),43-16282,United States Air Force - USAF,,unknown,w/o
27-Jul-67,Douglas C-47A-90-DL (DC-3),BJ497,Indian Air Force - IAF,,,w/o
1-Jun-67,Douglas VC-47D (DC-3),45-1125,United States Air Force - USAF,,unknown,w/o
6-May-67,Douglas C-47 (DC-3),HJ244,Indian Air Force - IAF,,,w/o
28-Feb-67,Douglas C-47A-90-DL (DC-3),43-16040,United States Air Force - USAF,,unknown,w/o
14-Jan-67,Consolidated PBY-5A Catalina,B-1501,China Airlines,,,w/o
7-Jan-67,Douglas C-47 (DC-3),FAC-...,Fuerza Aérea Colombiana,,unknown,w/o
13-Dec-66,Douglas C-47D (DC-3),43-48949,United States Air Force - USAF,,,w/o
xx Aug 1966,Lockheed P-2H Neptune,141246,United States Navy,0,unknown,w/o
23-Aug-66,Douglas VC-47A (DC-3),42-93514,United States Air Force - USAF,,unknown,w/o
18-May-66,CASA 352 (Junkers Ju-52),T.2B-266,Ejército del Aire,,,w/o
27-Apr-66,Douglas C-47A-30-DK (DC-3),47985,L'Armée de L'Air,,,w/o
23-Feb-66,Douglas C-47D (DC-3),43-48297,United States Air Force - USAF,,,w/o
6-Jan-66,Antonov An-2T,5212,Polish Air Force,,,w/o
unk. date 1965,Ilyushin Il-14T,,Egyptian Air Force,,,w/o
31-Dec-65,unknown,,Aeroflot,1,,unk
12-Nov-65,Douglas C-47A-90-DL (DC-3),T.3-39,Ejército del Aire,,,w/o
4-Oct-65,Douglas C-47A-25-DK (DC-3),42-108957,United States Air Force - USAF,,unknown,w/o
25-Sep-65,de Havilland Canada DHC-3 Otter,PK-PHA,Pelita Air Service,,,w/o
13-Jul-65,Douglas VC-47D (DC-3),43-49026,United States Air Force - USAF,,,w/o
1-Jun-65,Lockheed P2V-7 Neptune,4657,Japan Maritime Self Defence Force - JMSDF,,,w/o
13-Mar-65,Douglas C-47A-90-DL (DC-3),43-16072,United States Air Force - USAF,,unknown,w/o
5-Feb-65,Douglas TC-47D (DC-3),43-49903,United States Air Force - USAF,,Far East,w/o
2-Feb-65,Douglas C-47D (DC-3),45-938,United States Air Force - USAF,,,w/o
2-Feb-65,Antonov An-2R,CCCP-45218,Aeroflot / Belarus,,,w/o
21-Jan-65,Douglas C-47A-15-DK (DC-3),42-108889,United States Air Force - USAF,,unknown,w/o
9-Jan-65,de Havilland Canada DHC-3 Otter,PK-PHB,Pelita Air Service,,,w/o
7-Sep-64,Douglas SC-47D (DC-3),T.3-38,Ejército del Aire,,,w/o
29-Jul-64,Douglas C-47D (DC-3),43-49253,United States Air Force - USAF,,,w/o
30-Jun-64,Douglas C-54A-5-DC (DC-4),N188S,Zantop Air Transport,,,w/o
7-Feb-64,Douglas C-47A-65-DL (DC-3),42-100631,United States Air Force - USAF,,Unknown,w/o
23-Jan-64,Douglas HC-47A,42-93794,United States Air Force - USAF,,unknown,w/o
unk. date 1963,Grumman SA-16A Albatross,11019,Republic of China Air Force - ROCAF,,,w/o
unk. date 1963,Lisunov Li-2P,2210,Czechoslovak Air Force,,,w/o
29-Nov-63,Howard Super Ventura,N555DM,Dumas Milner Corp.,,unknown,w/o
1-Nov-63,Douglas C-47D (DC-3),43-48294,United States Air Force - USAF,,,w/o
10-Oct-63,Douglas C-47A-15-DK (DC-3),42-92885,United States Air Force - USAF,,unknown,w/o
9-Aug-63,Consolidated PBY-6A Catalina,PT-BBP,Servicios Aerotaxi Abast do Vale,,,w/o
23-Jul-63,Douglas C-47D (DC-3),43-48766,United States Air Force - USAF,,,w/o
31-May-63,Douglas C-47A-5-DL (DC-3),42-23351,United States Air Force - USAF,,unknown,w/o
28-May-63,Douglas VC-117A,45-2545,United States Air Force - USAF,,,w/o
3-Mar-63,Douglas C-47D (DC-3),43-49238,United States Air Force - USAF,,,w/o
unk. date 1962,Douglas C-54B-10-DO (DC-4),XV-NUA,Air Vietnam,,,w/o
21-Nov-62,Douglas C-47A-80-DL (DC-3),43-15278,United States Air Force - USAF,,unknown,w/o
1-Aug-62,Douglas C-47D (DC-3),43-49773,United States Air Force - USAF,,,w/o
27-Jan-62,CASA 352 (Junkers Ju-52),T.2B-258,Ejército del Aire,,,w/o
unk. date 1961,Bristol 170 Freighter 31M,S4415,Pakistan Air Force,,,w/o
17-Nov-61,CASA 352 (Junkers Ju-52),T.2B-129,Ejército del Aire,,,w/o
30-Sep-61,Grumman UF-1G Albatross,7230,United States Coast Guard,,,w/o
22-Aug-61,Canadian Vickers PBV-1A Canso A (PBY-5A),VT-DID,Airways (India),,,w/o
24-Apr-61,Douglas C-47A-75-DL (DC-3),42-101000,United States Air Force - USAF,,unknown,w/o
6-Apr-61,CASA 352 (Junkers Ju-52),T.2B-155,Ejército del Aire,,,w/o
unk. date 1960,Douglas C-47A-30-DK (DC-3),348014,Vietnam Air Force - VNAF,,unknown,w/o
18-Jul-60,Douglas C-47A-90-DL (DC-3),43-15765,United States Air Force - USAF,,unknown,w/o
20-Jun-60,CASA 352 (Junkers Ju-52),T.2B-252,Ejército del Aire,,,w/o
9-Mar-60,CASA 352 (Junkers Ju-52),T.2B-150,Ejército del Aire,,,w/o
3-Mar-60,CASA 352 (Junkers Ju-52),T.2B-183,Ejército del Aire,,,w/o
xx Feb 1960,Douglas C-47A-5-DL (DC-3),AN-ADQ,Líneas Aéreas de Nicaragua - LANICA,,,w/o
19-Feb-60,CASA 352 (Junkers Ju-52),T.2B-204,Ejército del Aire,,,w/o
unk. date 1959,Douglas C-47D (DC-3),43-49023,United States Army Air Force - USAAF,,Unknown,w/o
15-Dec-59,Douglas C-47D (DC-3),43-48271,United States Air Force - USAF,,,w/o
xx Nov 1959,Bristol 170 Freighter 31M,S4419,Pakistan Air Force,,,w/o
xx Nov 1959,Bristol 170 Freighter 21P,G778,Pakistan Air Force,,,w/o
22-Oct-59,Douglas C-47B-35-DK (DC-3),476977/FRASB,L'Armée de L'Air,,,w/o
29-Sep-59,CASA 352 (Junkers Ju-52),T.2B-139,Ejército del Aire,,,w/o
23-Jun-59,CASA 352 (Junkers Ju-52),T.2-136,Ejército del Aire,,,w/o
23-Jun-59,CASA 352 (Junkers Ju-52),T.2B-239,Ejército del Aire,,,w/o
unk. date 1958,Grumman G-73 Mallard,N10400,Unknown,,,w/o
2-Oct-58,Curtiss C-46 Commando,199,Republic of China Air Force - ROCAF,,Kinmen,w/o
xx May 1958,Antonov An-2,CCCP-H542,Aeroflot,,,w/o
xx Feb 1958,Douglas DC-4,N37474,California Eastern Airways,,unknown,w/o
16-Nov-57,Handley Page Marathon T.2,XA251,Royal Air Force - RAF,,,w/o
10-Oct-57,Douglas C-47A-30-DK (DC-3),43-48006,United States Air Force - USAF,,unknown,w/o
4-Oct-57,Douglas C-47D (DC-3),43-48520,United States Air Force - USAF,,,w/o
27-Jun-57,Douglas C-47D (DC-3),43-49494,United States Air Force - USAF,,,w/o
21-Jun-57,de Havilland Canada DHC-3 Otter,PI-C52,Philippine Air Lines,,,w/o
xx Feb 1957,Grumman UF-1 Albatross,131903,United States Navy,,,w/o
27-Feb-57,Vickers Valetta C.1,VL279,Royal Air Force - RAF,,,w/o
1-Nov-56,Bristol 170 Freighter 31M,S4413,Pakistan Air Force,,,w/o
18-Oct-56,Douglas C-47D (DC-3),43-49511,United States Air Force - USAF,,,w/o
xx Sep 1956,Curtiss C-46A-60-CK Commando,HI-36,Dominicana de Aviacion,,,w/o
11-Sep-56,Short S.25 Sandringham 3,CX-AFA,CAUSA - Compañia Aeronautica Uruguaya SA,,,w/o
25-Aug-56,Douglas C-47A-20-DK (DC-3),42-93195,United States Navy,,unknown,w/o
16-Aug-56,Douglas C-47A-85-DL (DC-3),43-15593,United States Air Force - USAF,,unknown,w/o
9-Aug-56,Douglas C-47A-80-DL (DC-3),HK-308,Avianca,,,w/o
2-Jul-56,de Havilland Canada U-1B Otter (DHC-3),144261,United States Navy,,,w/o
11-May-56,Fairchild R4Q-1 Flying Boxcar (C-119C),128744,United States Marine Corps,,unknown,w/o
7-Mar-56,Lisunov Li-2,CCCP-71289,"Aeroflot, Syktyvkar",,,w/o
8-Feb-56,Grumman SA-16A Albatross,51-010,United States Air Force - USAF,,,w/o
19-Dec-55,Grumman UF-1G Albatross,2122,United States Coast Guard,,,w/o
12-Dec-55,Douglas TC-47A (DC-3),43-16119,United States Air Force - USAF,,unknown,w/o
11-Dec-55,Vickers Valetta C.1,VW151,Royal Air Force - RAF,,,w/o
7-Dec-55,CASA 352 (Junkers Ju-52),T.2B-221,Ejército del Aire,,,w/o
